"","mRNA","logFC","FDR","Delta","IDH Wildtype","IDH Mutant","start","end"
"ENSG00000230062","ENSG00000230062",-4.45239499050785,0,-293.353158601398,65.8865979381443,2.77649769585253,46746917,46759506
"ENSG00000280890","ENSG00000280890",-4.81194415614677,0,-295.364077378329,61.3814432989691,1.90092165898618,55235965,55255635
"ENSG00000186564","ENSG00000186564",-2.67238400932766,1.02742048667639e-144,-295.642812413352,110.628865979381,16.5921658986175,47438044,47440691
"ENSG00000008196","ENSG00000008196",-2.7695039248233,2.73222080786644e-156,-296.67953899834,107.123711340206,15.4723502304147,50818723,50847619
"ENSG00000133665","ENSG00000133665",-2.52183635731717,2.21758027230471e-128,-303.452308892846,120.329896907216,20.2442396313364,80344745,80368073
"ENSG00000187980","ENSG00000187980",-2.93691109834543,1.49014933863311e-176,-303.500998451697,103.340206185567,14.2119815668203,20161253,20186518
"ENSG00000134339","ENSG00000134339",-4.92884738098326,0,-303.759274675443,61.6288659793814,1.85944700460829,18239223,18248668
"ENSG00000250538","ENSG00000250538",-2.74563300046372,5.76662936469695e-154,-307.652423526187,112.051546391753,16.3594470046083,155206529,155209027
"ENSG00000173467","ENSG00000173467",-5.76881068085886,0,-309.553191689385,53.659793814433,0.866359447004608,16859412,16881987
"ENSG00000144488","ENSG00000144488",-3.25693751347681,2.71891015748624e-217,-309.77840720966,95.1134020618557,9.76958525345622,238100340,238133287
"ENSG00000158816","ENSG00000158816",-3.00496511190213,1.29578245581979e-185,-310.316861091996,103.268041237113,14.0691244239631,20290919,20354894
"ENSG00000267714","ENSG00000267714",-3.26070610693831,6.01588680714533e-219,-310.372159642902,95.1855670103093,10.0391705069124,33217817,33222355
"ENSG00000112175","ENSG00000112175",-3.50820327764412,3.69201703159656e-254,-311.976922401631,88.9278350515464,7.68202764976959,55753653,55875590
"ENSG00000037965","ENSG00000037965",-3.09916602542903,1.51056404023446e-198,-315.955183767708,101.948453608247,12.4861751152074,54008985,54012769
"ENSG00000140287","ENSG00000140287",-4.16834238079671,0,-320.919390719483,76.9896907216495,4.30875576036866,50241947,50265965
"ENSG00000161905","ENSG00000161905",-2.58130803651513,7.42305009539101e-135,-324.632749870599,125.762886597938,17.8179723502304,4630919,4642294
"ENSG00000173557","ENSG00000173557",-3.56503182514646,1.31271145469121e-262,-327.46838723768,91.8556701030928,7.69585253456221,26562585,26579532
"ENSG00000167157","ENSG00000167157",-3.46785738476898,7.12479083609691e-247,-333.128815580179,96.0618556701031,7.78571428571429,129665647,129722674
"ENSG00000205922","ENSG00000205922",-3.54606620935513,6.69232757558907e-259,-334.829076407048,94.4226804123711,7.21889400921659,1753506,1780988
"ENSG00000228208","ENSG00000228208",-4.44264304629312,0,-343.961332759395,77.4226804123711,3.54377880184332,218459265,218525978
"ENSG00000215644","ENSG00000215644",-4.60502367322321,0,-347.655550092924,75.4948453608247,2.71428571428571,81804132,81814008
"ENSG00000160180","ENSG00000160180",-3.40028418598248,7.69097846942997e-239,-348.161057063691,102.39175257732,8.71658986175115,42311667,42315651
"ENSG00000165164","ENSG00000165164",-2.6263773060122,5.40643173665507e-141,-348.55005216799,132.711340206186,21.7373271889401,35919734,36385317
"ENSG00000131951","ENSG00000131951",-3.95179169746565,0,-349.876155647783,88.5360824742268,5.54147465437788,59919713,60063559
"ENSG00000231290","ENSG00000231290",-3.3650668358162,7.12700764683652e-235,-349.932259514206,103.989690721649,10.2004608294931,58515379,58619888
"ENSG00000198542","ENSG00000198542",-2.58556201630982,1.75109922171478e-136,-351.769710610729,136.051546391753,22.5668202764977,101452593,101720856
"ENSG00000143107","ENSG00000143107",-2.86362694191961,5.80745984256003e-169,-352.108026147167,122.958762886598,16.9285714285714,108712908,108742749
"ENSG00000170162","ENSG00000170162",-4.69443788884573,0,-352.953974467546,75.1855670103093,2.70046082949309,117265558,117273565
"ENSG00000087510","ENSG00000087510",-2.7552258826187,1.62872119033401e-155,-354.912859828048,128.814432989691,17.5921658986175,56629306,56639283
"ENSG00000237125","ENSG00000237125",-2.85260133027787,2.88773906911268e-167,-360.427648493666,126.350515463918,16.9953917050691,173527270,173659696
"ENSG00000105991","ENSG00000105991",-3.78947369707824,9.37154463682076e-298,-360.6641357879,95.1752577319588,6.90322580645161,27092993,27096000
"ENSG00000109705","ENSG00000109705",-2.86977662047157,1.76396915019521e-169,-370.911231864454,129.247422680412,16.3940092165899,13540830,13544508
"ENSG00000261801","ENSG00000261801",-2.96040391211791,3.72622679181186e-181,-379.908328845811,128.329896907216,16.1589861751152,73908071,73928248
"ENSG00000223561","ENSG00000223561",-2.66380083091026,1.15279735547805e-145,-381.884684068434,143.360824742268,23.7511520737327,25593304,25751032
"ENSG00000128408","ENSG00000128408",-2.75939959548546,7.52246176626132e-156,-381.9350409174,138.412371134021,19.0760368663594,45413693,45432509
"ENSG00000243620","ENSG00000243620",-3.05204115596417,9.77298775758495e-193,-388.175584960103,127.185567010309,13.8847926267281,146909685,147370656
"ENSG00000164122","ENSG00000164122",-2.55020648388874,5.57437718727711e-133,-390.155301246483,152.989690721649,25.3225806451613,176213673,176277571
"ENSG00000180806","ENSG00000180806",-3.7497936838537,7.41223361076659e-289,-395.815850814207,105.556701030928,6.99539170506912,53994895,54003337
"ENSG00000227128","ENSG00000227128",-4.21771296132819,0,-399.421765595471,94.701030927835,4.67511520737327,101229577,101270148
"ENSG00000255737","ENSG00000255737",-4.17860445734394,0,-402.007595834368,96.2061855670103,5.33870967741935,57726271,57728356
"ENSG00000170577","ENSG00000170577",-2.82817618600729,3.37197954550054e-165,-403.32124928906,142.60824742268,19.5230414746544,45005182,45009452
"ENSG00000258752","ENSG00000258752",-4.06394768233644,0,-404.844602622856,99.6185567010309,5.62903225806452,89349377,89366081
"ENSG00000070193","ENSG00000070193",-3.12096705154902,2.20074685216707e-203,-410.101505557153,131.40206185567,15.2995391705069,44300247,44389706
"ENSG00000226690","ENSG00000226690",-5.24498131465895,0,-410.4603418513,78.2577319587629,2.05299539170507,12469621,12542222
"ENSG00000153064","ENSG00000153064",-2.50533582521782,1.81986692876501e-128,-412.32145478121,164.577319587629,29.0322580645161,101411286,102074812
"ENSG00000233429","ENSG00000233429",-3.62791529046983,1.55031237935144e-274,-414.891384713215,114.360824742268,9.31336405529954,27095647,27100265
"ENSG00000196503","ENSG00000196503",-2.88279888589636,2.70353928604375e-172,-421.215552678445,146.113402061856,19.573732718894,56505209,56524959
"ENSG00000182329","ENSG00000182329",-2.65759130136745,1.99182009162168e-145,-433.817532637652,163.237113402062,24.7626728110599,202073255,202205188
"ENSG00000104055","ENSG00000104055",-2.72848642740029,1.20161225736534e-153,-436.417184753767,159.948453608247,24.0599078341014,43232590,43266928
"ENSG00000153789","ENSG00000153789",-5.60136480324729,0,-443.200771803329,79.1237113402062,1.33870967741935,85098358,85112472
"ENSG00000197587","ENSG00000197587",-4.61870326886927,0,-446.728598644654,96.7216494845361,3.49078341013825,46489836,46516216
"ENSG00000070886","ENSG00000070886",-2.84362648006513,1.99037993313837e-168,-449.380931061014,158.030927835052,28.0898617511521,22563489,22603595
"ENSG00000164142","ENSG00000164142",-2.56545281126533,1.9296539949496e-135,-452.233789895113,176.278350515464,34.1244239631336,151409176,151670503
"ENSG00000286425","ENSG00000286425",-5.25636135109139,0,-453.455997793121,86.2680412371134,2.02304147465438,41007244,41037362
"ENSG00000159556","ENSG00000159556",-3.61665414513632,3.09558420498916e-273,-455.884847758575,126.051546391753,9.38018433179723,76336773,76342475
"ENSG00000133115","ENSG00000133115",-5.56862042325586,0,-458.29171998816,82.298969072165,1.5852534562212,38965925,38990859
"ENSG00000168447","ENSG00000168447",-3.31540659031642,3.96853784948634e-231,-458.722390192131,138.360824742268,14.2995391705069,23278231,23381294
"ENSG00000108602","ENSG00000108602",-3.35085484464191,8.99986610245345e-236,-466.494266206643,139.216494845361,13.573732718894,19737984,19748943
"ENSG00000173156","ENSG00000173156",-2.96568866645233,2.91468603713863e-183,-468.517661079541,157.979381443299,20.6129032258065,67056847,67072017
"ENSG00000183072","ENSG00000183072",-3.17785176676352,5.88465780545546e-210,-472.254981627795,148.60824742268,14.5783410138249,173232109,173235311
"ENSG00000270765","ENSG00000270765",-3.17848617489459,1.7221290492623e-211,-474.184262236079,149.185567010309,15.8824884792627,35744511,35753239
"ENSG00000180758","ENSG00000180758",-2.60633694567028,5.68668769938663e-140,-477.577658477769,183.237113402062,30.9285714285714,9100305,9129102
"ENSG00000182759","ENSG00000182759",-4.20547222396191,0,-479.293767380401,113.969072164948,5.25806451612903,143419182,143430732
"ENSG00000131019","ENSG00000131019",-2.79865963874858,7.54129759101556e-163,-482.004205411689,172.226804123711,24.8133640552995,150061053,150069121
"ENSG00000179023","ENSG00000179023",-5.10536933277945,0,-487.220658902468,95.4329896907217,3.23502304147465,18480982,18486126
"ENSG00000166415","ENSG00000166415",-4.42313466030754,0,-487.912792425678,110.309278350515,4.92626728110599,53513741,53762878
"ENSG00000204335","ENSG00000204335",-2.81758832485979,5.97465801898627e-165,-489.650375176923,173.783505154639,23.5138248847926,170715337,170718078
"ENSG00000205835","ENSG00000205835",-3.3650393767045,4.17392937121626e-238,-505.449729057573,150.20618556701,13.721198156682,190852737,190892429
"ENSG00000174567","ENSG00000174567",-3.41879508816871,2.58551629256073e-247,-505.699710567471,147.917525773196,15.2741935483871,204198163,204213988
"ENSG00000166426","ENSG00000166426",-2.70752650986603,1.06297884869639e-151,-508.372993032886,187.762886597938,27.4009216589862,78340353,78348225
"ENSG00000170421","ENSG00000170421",-2.82987191784152,3.89316286460395e-167,-508.851814340122,179.814432989691,31.7142857142857,52897187,52949954
"ENSG00000138131","ENSG00000138131",-2.57409354615015,1.12274339333319e-136,-515.34945016738,200.20618556701,33.5806451612903,98247690,98268194
"ENSG00000138083","ENSG00000138083",-4.04412612236293,0,-526.320084213501,130.144329896907,7.65437788018433,44941702,44946071
"ENSG00000169248","ENSG00000169248",-2.6346040454053,8.13938544906527e-144,-527.13809601264,200.082474226804,33.2281105990783,76033682,76041415
"ENSG00000039537","ENSG00000039537",-3.65919235559809,2.87433637677682e-284,-528.96077536285,144.556701030928,12.4331797235023,41142116,41261438
"ENSG00000179869","ENSG00000179869",-2.65032980107701,1.43038191354353e-145,-544.164621837626,205.319587628866,32.573732718894,48171458,48647497
"ENSG00000162598","ENSG00000162598",-3.50147393294979,1.60058997705657e-260,-552.727514034301,157.855670103093,15.13133640553,59987269,60073770
"ENSG00000133055","ENSG00000133055",-3.14187219454835,1.1719894261469e-207,-555.236836690184,176.721649484536,19.3456221198157,203167811,203175826
"ENSG00000124875","ENSG00000124875",-4.14913449833181,0,-555.299629457151,133.835051546392,7.30414746543779,73836640,73849064
"ENSG00000128610","ENSG00000128610",-4.69908503769031,0,-561.128886510999,119.412371134021,4.57834101382489,122301303,122310691
"ENSG00000197261","ENSG00000197261",-2.89030475662473,1.11325331173844e-174,-569.68800661761,197.103092783505,24.8870967741935,49550646,49561907
"ENSG00000198570","ENSG00000198570",-3.87135115538952,1.92982041265591e-320,-573.75818773072,148.20618556701,13.4562211981567,211476522,211492162
"ENSG00000122592","ENSG00000122592",-3.96690466447423,0,-576.6734296263,145.371134020619,9.30184331797235,27153716,27157936
"ENSG00000091181","ENSG00000091181",-5.01418168728298,0,-577.457975552971,115.164948453608,3.57834101382488,3066324,3126613
"ENSG00000131668","ENSG00000131668",-3.81826659439547,2.26736465141963e-309,-578.841342995726,151.59793814433,9.58064516129032,93951627,93955355
"ENSG00000187714","ENSG00000187714",-3.16713152355841,7.9984547059223e-213,-582.033881844869,183.773195876289,25.1082949308756,49610310,49612720
"ENSG00000073282","ENSG00000073282",-3.26114262884291,2.91241107401047e-225,-584.517791186214,179.237113402062,17.4308755760369,189631389,189897276
"ENSG00000158104","ENSG00000158104",-2.98237342042285,2.81586012860825e-187,-588.849646885964,197.443298969072,29.3179723502304,121839527,121863596
"ENSG00000171864","ENSG00000171864",-4.24863188220351,0,-590.384630311558,138.958762886598,8.84331797235023,4721909,4728460
"ENSG00000132915","ENSG00000132915",-4.13113940327405,0,-606.25535469697,146.752577319588,10.7258064516129,149857953,149944793
"ENSG00000152611","ENSG00000152611",-3.69180449234262,3.52724293400314e-287,-606.864150828897,164.381443298969,11.6036866359447,35904288,35938779
"ENSG00000125798","ENSG00000125798",-5.91443886045767,0,-616.382087014088,104.216494845361,1.44009216589862,22580998,22585455
"ENSG00000179813","ENSG00000179813",-4.80948874357979,0,-618.143259445457,128.525773195876,4.22119815668203,42781550,42791549
"ENSG00000186710","ENSG00000186710",-3.24489883386071,2.19899816951137e-220,-624.827014627324,192.556701030928,17.3663594470046,113149858,113159276
"ENSG00000138136","ENSG00000138136",-5.19843107871162,0,-626.973661751002,120.60824742268,2.93548387096774,101226195,101229794
"ENSG00000254815","ENSG00000254815",-5.11366388232395,0,-632.301903140139,123.649484536082,3.15668202764977,557595,560107
"ENSG00000184058","ENSG00000184058",-2.995539920688,1.21741784773325e-188,-645.399884561428,215.453608247423,24.5990783410138,19756703,19783593
"ENSG00000184937","ENSG00000184937",-5.44351593272684,0,-666.353692630912,122.412371134021,2.73041474654378,32387775,32435564
"ENSG00000175664","ENSG00000175664",-2.67515322911751,3.56144660286382e-149,-674.552297226651,252.154639175258,38.5898617511521,30932656,30975500
"ENSG00000183671","ENSG00000183671",-5.12071255411311,0,-675.881266291857,131.989690721649,3.57834101382488,206175316,206218047
"ENSG00000138356","ENSG00000138356",-2.60262192692667,7.59455686409811e-141,-677.298817540308,260.237113402062,42.5230414746544,200586014,200677064
"ENSG00000223486","ENSG00000223486",-5.15834877584331,0,-678.508990010152,131.536082474227,3.34792626728111,40009276,40012182
"ENSG00000259974","ENSG00000259974",-7.01542795862019,0,-679.267003993411,96.8247422680412,0.54147465437788,22547671,22578642
"ENSG00000136457","ENSG00000136457",-3.32306421097409,2.26038984397204e-235,-689.107593853028,207.371134020619,20.5276497695853,50464496,50468906
"ENSG00000160183","ENSG00000160183",-3.27804787226357,8.47814629200991e-229,-689.640442569925,210.381443298969,20.4331797235023,42371887,42396091
"ENSG00000159184","ENSG00000159184",-4.05950790845444,0,-699.867533536944,172.40206185567,10.3870967741935,48724763,48728750
"ENSG00000140481","ENSG00000140481",-4.47257187832026,0,-712.568307294446,159.319587628866,7.16589861751152,74202705,74336472
"ENSG00000180613","ENSG00000180613",-3.74391982096354,1.1078828253263e-300,-728.636271960306,194.618556701031,14.9953917050691,54099523,54102498
"ENSG00000163885","ENSG00000163885",-3.43248927584621,1.59264631907141e-249,-732.606448225198,213.432989690722,17.7465437788018,126394909,126436556
"ENSG00000181085","ENSG00000181085",-2.71499547582878,2.26809147491806e-153,-736.379546119376,271.226804123711,36.0161290322581,143716340,143722458
"ENSG00000164626","ENSG00000164626",-4.04392067907431,0,-737.11919099704,182.278350515464,11.3479262672811,39188971,39229475
"ENSG00000236494","ENSG00000236494",-2.67025098399415,8.70541494571314e-149,-738.310632894053,276.494845360825,39.8778801843318,33793167,33803190
"ENSG00000123364","ENSG00000123364",-6.10587861415239,0,-745.483715746461,122.092783505155,1.53917050691244,53938831,53946544
"ENSG00000184302","ENSG00000184302",-3.76073041724769,4.90608549038071e-304,-745.516342198513,198.237113402062,13.9723502304147,60509146,60512850
"ENSG00000145491","ENSG00000145491",-3.56903825543721,4.1833423707228e-272,-746.223349056929,209.082474226804,16.721198156682,10441524,10472029
"ENSG00000152669","ENSG00000152669",-2.68050396771483,2.25643536622421e-150,-751.757009667156,280.453608247423,50.1221198156682,55231152,55233608
"ENSG00000197614","ENSG00000197614",-2.99887290633372,2.64089441308756e-190,-754.417491343869,251.567010309278,29.0230414746544,8637346,8662888
"ENSG00000112539","ENSG00000112539",-2.61420163249748,2.3436064776566e-142,-772.051898620158,295.329896907216,46.5161290322581,165279664,165309605
"ENSG00000197635","ENSG00000197635",-2.60504729346374,1.72089851625033e-141,-776.948641236146,298.247422680412,48.9884792626728,161992245,162074394
"ENSG00000099869","ENSG00000099869",-3.56340364774874,9.22703921665965e-274,-779.209843014419,218.670103092784,18.8709677419355,2140501,2148666
"ENSG00000183644","ENSG00000183644",-5.38237377400621,0,-779.2234526636,144.773195876289,3.21889400921659,111514785,111537031
"ENSG00000069011","ENSG00000069011",-2.56879288195953,8.5081248891642e-137,-781.230824925835,304.123711340206,44.1198156682028,135027734,135034813
"ENSG00000189431","ENSG00000189431",-3.60784560393722,1.87364012301713e-279,-783.274438900143,217.103092783505,16.4124423963134,13009316,13012119
"ENSG00000164007","ENSG00000164007",-6.91754213889804,0,-784.606171259342,113.422680412371,1.15668202764977,42733093,42740254
"ENSG00000260027","ENSG00000260027",-3.15921751748695,2.45907020142089e-212,-787.394254667676,249.237113402062,27.4562211981567,48607232,48633572
"ENSG00000123388","ENSG00000123388",-5.46521084478026,0,-792.173860593923,144.948453608247,2.88709677419355,53973126,53977643
"ENSG00000142319","ENSG00000142319",-5.46057002243673,0,-818.297379857117,149.855670103093,2.94239631336406,1392794,1445440
"ENSG00000102802","ENSG00000102802",-2.84639407104261,1.15121991507689e-170,-821.19936163018,288.505154639175,38.1267281105991,30906271,30925572
"ENSG00000253552","ENSG00000253552",-4.85558387956004,0,-833.208182219348,171.59793814433,5.81797235023041,27107777,27134302
"ENSG00000187783","ENSG00000187783",-4.64314262672826,0,-841.940573830138,181.329896907216,9.70276497695852,44911316,44937010
"ENSG00000187017","ENSG00000187017",-2.92463238043213,2.04405508304832e-180,-846.183585121935,289.329896907216,31.2119815668203,6424776,6461367
"ENSG00000136110","ENSG00000136110",-3.24880800818858,1.24960655200746e-225,-849.144633315516,261.371134020619,28.3433179723502,52703264,52739820
"ENSG00000095777","ENSG00000095777",-4.72424678367261,0,-866.728822291112,183.463917525773,6.7073732718894,25934229,26212532
"ENSG00000113494","ENSG00000113494",-3.82159481769447,3.10430881935891e-317,-900.359859471873,235.59793814433,22.184331797235,35048756,35230487
"ENSG00000228630","ENSG00000228630",-6.24191022273358,0,-906.170925325095,145.175257731959,1.67741935483871,53962308,53974956
"ENSG00000250786","ENSG00000250786",-2.64757243022159,9.13329847851095e-147,-921.846507817568,348.185567010309,57.5414746543779,9546200,9550609
"ENSG00000197769","ENSG00000197769",-4.59810190994448,0,-930.807516532679,202.432989690722,8.3778801843318,241995490,241999098
"ENSG00000179299","ENSG00000179299",-3.52836453493914,3.07543233363405e-268,-939.199714351842,266.185567010309,22.6290322580645,40749925,40811184
"ENSG00000105997","ENSG00000105997",-4.41858428089488,0,-942.297262212283,213.257731958763,9.78110599078341,27106184,27152581
"ENSG00000164283","ENSG00000164283",-2.51480171382887,1.39708826545978e-131,-945.228409118421,375.865979381443,67.4470046082949,54977867,55022671
"ENSG00000253293","ENSG00000253293",-2.96466761194718,1.54144771901545e-186,-948.143491317788,319.814432989691,40.1566820276498,27170592,27180261
"ENSG00000135903","ENSG00000135903",-4.46349013989457,0,-953.208229359959,213.556701030928,8.41013824884793,222199887,222298998
"ENSG00000162643","ENSG00000162643",-3.2940038689924,7.79023227599581e-233,-958.385331862924,290.948453608247,28.3202764976959,84999147,85133138
"ENSG00000015413","ENSG00000015413",-2.50975111578929,4.00717637046012e-131,-959.915117482297,382.474226804124,70.1797235023041,89613308,89638456
"ENSG00000136231","ENSG00000136231",-2.51985131003359,2.21992912980685e-132,-968.610061298066,384.39175257732,69.0184331797235,23310209,23470491
"ENSG00000105996","ENSG00000105996",-4.60815677419199,0,-976.834222586966,211.979381443299,8.4331797235023,27100354,27102686
"ENSG00000153404","ENSG00000153404",-2.62012686741092,8.60780917924935e-144,-985.113678912125,375.979381443299,61.2027649769585,92151,189972
"ENSG00000173040","ENSG00000173040",-3.21257260214092,2.53328674145718e-221,-997.089801650048,310.371134020619,33.2718894009217,5542772,5709548
"ENSG00000243710","ENSG00000243710",-3.45132801795815,2.46085187108955e-256,-997.39821648869,288.989690721649,24.8870967741935,43172330,43254358
"ENSG00000128714","ENSG00000128714",-3.89958898081483,0,-998.294779088596,256,15.7718894009217,176092721,176095944
"ENSG00000078399","ENSG00000078399",-5.1700464488083,0,-1038.43314393951,200.855670103093,5.47926267281106,27162438,27175180
"ENSG00000110195","ENSG00000110195",-2.63100121301084,3.56521265129196e-145,-1077.46280603755,409.525773195876,71.2880184331797,72189558,72196323
"ENSG00000002745","ENSG00000002745",-4.24078984838687,0,-1083.80598290217,255.567010309278,14.0483870967742,121325367,121341104
"ENSG00000258227","ENSG00000258227",-2.81011446852009,6.32864185683951e-167,-1089.68706823624,387.773195876289,51.7465437788018,141927357,141947007
"ENSG00000185559","ENSG00000185559",-2.70621610996767,2.38037822485339e-154,-1106.702893301,408.948453608247,57.9285714285714,100725705,100738224
"ENSG00000165105","ENSG00000165105",-3.55573675223852,7.2928208061969e-274,-1108.21684014098,311.670103092784,26.4769585253456,82979590,83063177
"ENSG00000171540","ENSG00000171540",-4.73578021626851,0,-1114.95889483427,235.432989690722,8.60599078341014,77628712,77638713
"ENSG00000136542","ENSG00000136542",-3.96862126380541,0,-1117.26916981441,281.525773195876,16.5645161290323,157257705,157318491
"ENSG00000115339","ENSG00000115339",-3.07059011780757,1.29551513627126e-201,-1120.76539299976,365,42.8087557603687,165747588,165794659
"ENSG00000163064","ENSG00000163064",-3.02571068726729,2.41207947839877e-195,-1121.7276497404,370.731958762887,44.7119815668203,118842171,118847648
"ENSG00000185522","ENSG00000185522",-3.89379264998224,0,-1136.10432556492,291.773195876289,17.8387096774194,554850,560738
"ENSG00000169071","ENSG00000169071",-3.04883485476693,9.38629652518838e-199,-1155.94844797694,379.144329896907,46.2972350230415,91563091,91950228
"ENSG00000176601","ENSG00000176601",-2.79881905414698,1.04342998437152e-165,-1161.85615312718,415.123711340206,57.0046082949309,134964485,135047468
"ENSG00000132793","ENSG00000132793",-2.57677979384228,5.26885941313758e-139,-1181.20117044533,458.40206185567,77.3917050691244,41340821,41360582
"ENSG00000164093","ENSG00000164093",-5.93019957799249,0,-1183.65560855168,199.59793814433,3.33870967741935,110617423,110642123
"ENSG00000120068","ENSG00000120068",-6.44985527247102,0,-1185.70947648148,183.835051546392,1.92396313364055,48611377,48615292
"ENSG00000214688","ENSG00000214688",-2.67599405434074,1.75312296670974e-150,-1197.43837039856,447.474226804124,65.0898617511521,71711701,71737824
"ENSG00000137868","ENSG00000137868",-2.59241668795934,6.68927402129943e-141,-1199.78113356568,462.80412371134,85.2626728110599,74179466,74212267
"ENSG00000173917","ENSG00000173917",-4.04061711272442,0,-1240.63607699249,307.041237113402,19.1497695852535,48540894,48544989
"ENSG00000123689","ENSG00000123689",-3.48380612877053,4.09585513653836e-263,-1243.86245007948,357.041237113402,33.1013824884793,209675412,209676390
"ENSG00000009709","ENSG00000009709",-3.3809608011747,1.48437102389407e-247,-1254.58044409775,371.072164948454,32.1036866359447,18630846,18748866
"ENSG00000178602","ENSG00000178602",-4.00871239975338,0,-1264.85207945208,315.525773195876,18.7534562211982,240139026,240144562
"ENSG00000120057","ENSG00000120057",-3.5095173278675,1.18329054813325e-267,-1267.51464481631,361.164948453608,39.2718894009217,97766751,97771999
"ENSG00000128710","ENSG00000128710",-3.78502181320342,2.12456133257123e-311,-1268.41153670093,335.113402061856,23.4930875576037,176108790,176119937
"ENSG00000164761","ENSG00000164761",-2.83302429904285,1.91002326690672e-170,-1271.0056850077,448.639175257732,62.3617511520737,118923557,118951885
"ENSG00000016402","ENSG00000016402",-2.68170507467328,1.45073806906284e-151,-1271.59819494431,474.175257731959,73.6889400921659,136999971,137045180
"ENSG00000230316","ENSG00000230316",-4.18806002494151,0,-1278.00594575535,305.154639175258,17.1981566820277,122303658,122310119
"ENSG00000286710","ENSG00000286710",-3.36029449827854,4.31161157315867e-244,-1282.10824104421,381.546391752577,36.9884792626728,425373,439389
"ENSG00000136918","ENSG00000136918",-3.51194092757752,2.54949702681166e-266,-1296.19584688869,369.082474226804,28.3294930875576,124853417,124857890
"ENSG00000123407","ENSG00000123407",-8.2629988403238,0,-1314.24274338676,159.051546391753,0.36405529953917,53954903,53958956
"ENSG00000170689","ENSG00000170689",-6.81958548846806,0,-1340.85705604189,196.618556701031,1.50691244239631,48621156,48626358
"ENSG00000134443","ENSG00000134443",-4.20637749740383,0,-1375.48544165105,327,23.6336405529954,59220158,59230774
"ENSG00000182742","ENSG00000182742",-5.52070864363715,0,-1398.33289345898,253.288659793814,5.70046082949309,48575507,48578350
"ENSG00000153347","ENSG00000153347",-3.86940899663892,0,-1398.65173443457,361.463917525773,22.1382488479263,95391366,95450454
"ENSG00000136574","ENSG00000136574",-5.28324304920083,0,-1411.606289754,267.185567010309,6.23963133640553,11676959,11760002
"ENSG00000183690","ENSG00000183690",-2.60423937424842,1.64119735422004e-142,-1418.29024147857,544.60824742268,89.2695852534562,44147872,44343672
"ENSG00000052850","ENSG00000052850",-3.15129946514444,1.03651700740976e-213,-1421.85332362383,451.19587628866,45.2926267281106,44260440,44310139
"ENSG00000164932","ENSG00000164932",-2.69868561752836,8.62622792508244e-154,-1443.57423336798,534.917525773196,82.7995391705069,103371538,103382989
"ENSG00000184731","ENSG00000184731",-2.74418123075492,1.76456905908304e-159,-1467.7126005316,534.845360824742,79.5345622119816,38814,46870
"ENSG00000123610","ENSG00000123610",-3.11471783134827,8.31045365028678e-209,-1471.11013118958,472.309278350515,56.5253456221198,151357592,151380046
"ENSG00000133640","ENSG00000133640",-4.3259848099682,0,-1489.83349032781,344.39175257732,16.2764976958525,85036314,85264457
"ENSG00000163661","ENSG00000163661",-2.56358281893721,8.3067304830419e-138,-1494.59521212925,583.010309278351,95.5,157436850,157443633
"ENSG00000164440","ENSG00000164440",-2.54602466849023,7.86369317568493e-136,-1512.39114843719,594.020618556701,98.9078341013825,139240061,139291998
"ENSG00000165474","ENSG00000165474",-2.52750531688602,9.21598563730448e-134,-1526.45687086409,603.938144329897,106.633640552995,20187463,20192938
"ENSG00000111834","ENSG00000111834",-2.74459622161519,1.70262013541337e-159,-1553.4414614342,566,80.6013824884793,116616479,116632985
"ENSG00000104611","ENSG00000104611",-3.45097989715665,4.7324523782134e-259,-1565.1083261414,453.525773195876,41.4354838709677,19313693,19396218
"ENSG00000215845","ENSG00000215845",-2.99212275482137,8.07109295212297e-192,-1573.30132976195,525.814432989691,67.1382488479263,161037631,161038977
"ENSG00000150873","ENSG00000150873",-2.60509581413074,9.89599277258681e-143,-1580.38003280952,606.649484536082,96.9147465437788,11133128,11151317
"ENSG00000105877","ENSG00000105877",-4.11005549991642,0,-1588.93898192645,386.59793814433,22.1359447004608,21543039,21901839
"ENSG00000155761","ENSG00000155761",-5.1978072211246,0,-1598.45968459945,307.525773195876,8.16359447004608,117953590,118185228
"ENSG00000198768","ENSG00000198768",-5.70765783284771,0,-1601.20396853043,280.536082474227,4.9815668202765,58459101,58515399
"ENSG00000173714","ENSG00000173714",-4.1269143398861,0,-1604.6464045685,388.824742268041,24.852534562212,50834650,50842353
"ENSG00000154645","ENSG00000154645",-3.02930955978551,6.81229268662571e-197,-1615.12167529306,533.164948453608,62.0852534562212,17901263,18267373
"ENSG00000225194","ENSG00000225194",-2.54995859337874,2.45342538527206e-136,-1619.2237067955,635,107.188940092166,96019724,96027993
"ENSG00000156140","ENSG00000156140",-2.88501661296826,1.33062168003759e-177,-1619.32710817585,561.288659793814,72.9562211981567,72280969,72569221
"ENSG00000234465","ENSG00000234465",-2.73383835183165,2.6862862481279e-158,-1666.88042930288,609.721649484536,90.5391705069124,43575801,43583964
"ENSG00000141198","ENSG00000141198",-2.84739272394951,8.27283208884659e-173,-1671.53694721502,587.041237113402,81.5506912442396,54899387,54961956
"ENSG00000165588","ENSG00000165588",-8.52961585998897,0,-1690.62262396029,198.20618556701,0.573732718894009,56799905,56816693
